date,start_time,end_time,activity,location
9-26,9:00,10:40,exercising,gym
9-26,11:15,11:25,driving,travel_car
9-26,11:25,11:30,walking,travel_walking
9-26,11:40,12:00,research,lab
9-26,12:00,12:50,meeting,seminar_room
9-26,12:50,15:00,research,lab
9-26,15:30,17:15,research,lab
9-26,17:15,17:20,walking,travel_walking
9-26,17:20,17:30,driving,travel_car
10-3,8:50,9:05,driving,travel_car
10-3,10:10,11:55,research,lab
10-3,11:55,13:10,meeting,seminar_room
10-3,13:10,13:55,research,lab
10-3,14:20,19:00,research,lab
10-3,19:00,19:15,driving,travel_car
10-4,8:35,8:45,driving,travel_car
10-4,8:45,8:50,walking,travel_walking
10-4,8:50,10:20,class,classroom_zach-1
10-4,11:00,12:00,research,lab
10-4,12:00,12:10,biking,travel_bike
10-4,12:10,12:25,eating,null
10-4,12:25,12:35,biking,travel_bike
10-4,12:35,14:00,class,classroom_wc
10-4,14:00,14:15,biking,travel_bike
10-4,14:15,15:35,class,classroom_etb
10-4,16:00,17:00,class,classroom_zach-2
10-4,17:00,17:05,walking,travel_walking
10-4,17:05,17:20,driving,travel_car
10-8,8:35,8:50,driving,travel_car
10-8,8:55,10:20,exercising,gym
10-8,10:45,11:00,driving,travel_car
10-8,11:00,11:30,research,lab
10-8,12:30,12:50,research,lab
10-8,12:50,12:30,class,classroom_etb
10-8,15:00,18:00,schoolwork,home
10-8,19:00,21:30,relaxing,home
10-9,8:15,8:45,schoolwork,home
10-9,9:00,9:15,driving,travel_car
10-9,9:30,10:45,exercising,gym
10-9,11:15,11:25,eating,lab
10-9,11:25,12:00,research,lab
10-9,12:00,12:10,biking,travel_bike
10-9,12:10,12:30,eating,null
10-9,12:30,12:35,biking,travel_bike
10-9,12:35,13:50,class,classroom_wc
10-9,13:50,14:00,biking,travel_bike
10-9,14:20,15:35,class,classroom_etb
10-9,15:35,15:55,eating,lab
10-9,15:55,17:45,research,lab
10-10,8:45,10:20,exercising,gym
10-10,11:00,14:30,research,lab
10-10,15:30,23:59,schoolwork,home
10-16,9:30,11:15,exercising,gym
10-16,11:35,11:45,driving,travel_car
10-16,11:45,13:35,schoolwork,lab
10-16,13:35,13:50,eating,lab
10-16,14:20,15:40,class,classroom_etb
10-16,16:15,19:00,schoolwork,home
10-16,19:30,21:25,relaxing,home
10-16,21:25,21:35,cooking,home
10-16,21:35,21:50,eating,home
10-16,21:50,23:59,relaxing,home
10-19,8:30,8:45,driving,travel_car
10-19,8:55,10:30,exercising,gym
10-19,11:00,11:15,driving,travel_car
10-19,11:15,14:00,research,lab
10-19,14:00,14:30,eating,lab
10-19,14:30,16:30,research,lab
10-22,0:00,8:45,eating,home
10-22,9:45,12:00,research,lab
10-22,12:00,12:30,eating,lab
10-22,12:30,12:50,research,lab
10-22,12:50,13:10,class,classroom_etb
10-22,13:30,13:40,driving,travel_car
10-22,15:00,19:20,schoolwork,home
10-22,19:20,19:40,eating,home
10-22,19:40,20:15,schoolwork,home
10-22,20:15,23:59,relaxing,home
10-23,0:00,8:50,driving,travel_car
10-23,9:00,10:45,exercising,gym
10-23,11:10,11:20,driving,travel_car
10-23,11:20,12:00,research,lab
10-23,12:00,12:05,biking,travel_bike
10-23,12:05,12:25,eating,null
10-23,12:25,12:30,biking,travel_bike
10-23,12:30,13:55,class,classroom_wc
10-23,13:55,14:10,biking,travel_bike
10-23,17:25,19:20,research,lab
10-23,19:20,19:25,walking,travel_walking
10-23,19:25,19:40,driving,travel_car
10-24,0:00,8:35,driving,travel_car
10-24,8:40,10:30,exercising,gym
10-24,10:50,11:00,driving,travel_car
10-24,11:00,12:00,research,lab
10-24,12:00,13:15,meeting,seminar_room
10-24,13:15,14:00,research,lab
10-24,14:00,14:30,meeting,office_jafari
10-24,14:40,15:25,research,lab
10-25,7:15,7:35,cooking,home
10-25,7:35,7:45,eating,home
10-25,8:10,8:20,driving,travel_car
10-25,8:30,10:20,class,classroom_zach-1
10-25,10:20,10:25,walking,travel_walking
10-25,10:25,10:45,eating,lab
10-25,10:45,12:00,research,lab
10-25,12:00,12:10,biking,travel_bike
10-25,12:10,12:25,eating,null
10-25,12:25,12:30,biking,travel_bike
10-25,12:30,13:45,class,classroom_wc
10-25,13:45,13:55,biking,travel_bike
10-25,14:20,15:35,class,classroom_etb
10-25,15:35,15:45,walking,travel_walking
10-25,15:45,17:15,class,classroom_zach-2
10-25,17:15,17:20,walking,travel_walking
10-25,17:20,17:40,driving,travel_car
10-25,18:15,23:59,schoolwork,home
10-26,7:20,7:40,cooking,home
10-26,7:40,7:50,eating,home
10-26,8:10,8:25,driving,travel_car
10-26,8:35,10:15,exercising,gym
10-26,12:30,17:35,research,lab
10-26,17:35,17:40,walking,travel_walking
10-26,18:00,20:00,schoolwork,home
10-26,20:05,20:20,cooking,home
10-26,20:20,20:30,eating,home
10-29,8:30,8:45,driving,travel_car
10-29,8:55,10:30,exercising,gym
10-29,11:00,11:15,driving,travel_car
10-29,11:15,13:30,research,lab
10-29,13:30,13:45,eating,lab
10-29,13:45,14:30,research,lab
10-29,15:50,18:00,schoolwork,home
10-29,18:50,19:10,driving,travel_car
10-29,19:10,22:20,social_event,social
10-29,22:20,22:35,driving,travel_car
