date,start_time,end_time,activity,location
4/5/2019,10:40,11:55,research,office_grad
4/5/2019,12:30,12:44,eating,ETB3
4/5/2019,12:55,13:15,research,office_grad
4/5/2019,15:00,17:50,research,office_grad
4/5/2019,18:00,18:12,walking,null
4/5/2019,18:16,18:20,driving,null
4/5/2019,19:19,19:28,driving,null
4/5/2019,19:30,20:15,shopping,store
4/5/2019,20:25,20:37,driving,null
4/7/2019,13:29,14:20,cooking,home
4/8/2019,11:35,11:55,research,office_grad
4/8/2019,12:50,13:00,eating,ETB3
4/8/2019,13:48,14:35,research,office_grad
4/8/2019,15:31,15:50,meeting,ETB2_meeting
4/8/2019,16:05,18:00,research,office_grad
4/9/2019,12:54,14:00,class,ZACH1
4/9/2019,14:15,15:30,class,STAT
4/9/2019,14:10,19:10,research,office_grad
4/9/2019,19:20,19:33,walking,null
4/9/2019,19:35,19:43,driving,null
4/9/2019,19:50,20:13,shopping,store
4/9/2019,20:16,20:19,driving,null
4/9/2019,20:47,21:23,cooking,home
4/9/2019,21:48,22:03,eating,home
4/10/2019,8:24,8:32,driving,null
4/10/2019,8:33,8:43,walking,null
4/10/2019,9:17,9:46,research,office_grad
4/10/2019,9:46,10:30,meeting,office_grad
4/10/2019,10:52,12:08,research,office_grad
4/10/2019,12:10,12:22,meeting,office_grad
4/10/2019,12:32,13:15,eating,ETB3
4/11/2019,8:53,9:00,driving,null
4/11/2019,9:02,9:10,walking,null
4/11/2019,9:25,10:25,research,office_grad
4/11/2019,11:35,12:21,meeting,seminar_room
4/11/2019,12:30,12:38,eating,ETB3
4/11/2019,12:50,14:00,class,ZACH1
4/11/2019,14:21,15:30,class,STAT
4/11/2019,16:55,18:20,research,office_grad
4/11/2019,18:22,18:53,meeting,ETB1
4/11/2019,19:37,19:51,walking,null
4/11/2019,19:52,20:01,driving,null
4/12/2019,9:11,9:19,driving,null
4/12/2019,9:20,9:32,walking,null
4/12/2019,15:04,15:16,research,office_grad
4/12/2019,15:45,15:56,walking,null
4/12/2019,16:02,16:13,walking,null
4/13/2019,21:30,21:34,driving,null
4/13/2019,21:37,22:18,shopping,store
4/13/2019,22:22,22:36,driving,null
4/13/2019,23:00,23:59,cooking,home
4/14/2019,0:00,0:10,cooking,home
4/14/2019,0:11,0:15,cleaning,home
4/14/2019,9:25,9:28,self-hygiene,home
4/15/2019,9:20,9:23,self-hygiene,home
4/15/2019,9:41,9:49,driving,null
4/15/2019,9:50,10:03,walking,null
4/15/2019,10:37,12:23,research,office_grad
4/15/2019,12:35,12:51,eating,ETB3
4/15/2019,12:57,13:01,walking,null
4/15/2019,16:00,16:46,research,office_grad
4/16/2019,8:42,8:50,self-hygiene,home
4/16/2019,9:08,9:19,driving,null
4/16/2019,9:28,9:38,walking,null
4/16/2019,10:44,12:07,research,office_grad
4/16/2019,12:40,14:00,class,ZACH1
4/16/2019,14:20,15:30,class,STAT
4/17/2019,9:46,10:00,walking,null
4/25/2019,17:35,17:49,walking,null
4/25/2019,17:51,18:01,driving,null
4/26/2019,9:13,9:21,driving,null
4/26/2019,9:23,9:34,walking,null
4/26/2019,18:59,19:02,cleaning,home
4/26/2019,19:02,19:27,cooking,home
4/26/2019,19:31,19:58,eating,home
4/26/2019,19:59,21:33,relaxing,home
4/27/2019,20:17,20:47,cooking,home
4/28/2019,19:13,19:20,cooking,home
4/28/2019,19:27,19:32,cooking,home
4/28/2019,19:49,19:55,cooking,home
4/28/2019,20:16,20:21,cleaning,home
4/28/2019,20:52,21:07,cleaning,home
4/29/2019,8:20,8:28,driving,null
4/29/2019,8:30,8:38,walking,null
