date,start_time,end_time,activity,location
4/27/2019,16:00,16:50,getting ready,home
4/27/2019,17:10,17:18,walking,null
4/27/2019,17:22,18:20,social event,social event
4/27/2019,19:10,20:55,social event,social event
4/27/2019,21:03,21:18,walking,null
4/27/2019,21:45,22:30,relaxing,home
4/29/2019,9:01,9:30,getting ready,home
4/29/2019,9:37,9:45,walking,null
4/29/2019,12:45,13:30,class,ZACH1
4/29/2019,13:42,13:57,walking,null
4/30/2019,9:10,9:30,getting ready,home
4/30/2019,9:36,9:42,walking,null
4/30/2019,12:40,13:30,class,ZACH1
5/1/2019,9:30,9:35,walking,null
5/1/2019,10:29,11:00,social event,social event
5/1/2019,12:50,12:55,walking,null
5/1/2019,13:00,15:00,relaxing,home
5/1/2019,15:04,15:13,walking,null
5/1/2019,15:30,15:50,meeting,ETB5
5/2/2019,10:00,10:05,getting ready,home
5/2/2019,10:06,10:13,walking,null
5/2/2019,11:35,12:15,meeting,seminar_room
